invoice_id,supplier_id,buyer_id,lender_id,GSTIN,amount,date,PO_id,GRN_id,fraud_flag
INV5006,SUP199,BUY41,LEN8,27CQDFL0976PNZM,20477,18-08-2024,PO395,GRN194,0
INV5007,SUP80,BUY53,LEN8,27IDXAD5781GNZC,81313,03-10-2024,PO237,GRN145,0
INV5008,SUP6,BUY96,LEN10,25ANWOB0415UKZI,46507,25-06-2024,PO144,GRN374,0
INV5009,SUP4,BUY27,LEN16,21EAJNX9476WVZB,20501,24-02-2024,PO408,GRN17,0
INV5010,SUP54,BUY49,LEN8,14PQNNB9837LWZG,53175,21-12-2024,PO404,GRN296,0
INV5011,SUP2,BUY6,LEN13,34CMLNT3536SBZZ,302093,26-08-2024,PO5,GRN428,1
INV5012,SUP89,BUY92,LEN11,03MBIWW0483QYZS,76594,05-10-2024,PO42,GRN282,0
INV5013,SUP51,BUY97,LEN5,25IBLNE8237ILZM,86123,02-03-2024,PO361,GRN398,0
INV5014,SUP42,BUY64,LEN5,03XNBVX5906CNZX,13086,03-11-2024,PO399,GRN367,0
INV5015,SUP162,BUY24,LEN1,26AZANT7255UVZC,37723,17-09-2024,PO65,GRN434,0
INV5016,SUP114,BUY32,LEN15,17ZQFPY6788XFZD,91576,10-07-2024,PO111,GRN221,0
INV5017,SUP113,BUY31,LEN5,08XIPDH0469FPZR,24277,21-11-2024,PO220,GRN117,0
INV5018,SUP127,BUY31,LEN18,14KTGAA6939AZZJ,90246,11-08-2024,PO198,GRN120,0
INV5019,SUP122,BUY6,LEN15,36AUCKE2659ILZD,35859,17-07-2024,PO403,GRN151,0
INV5020,SUP114,BUY95,LEN7,08KJYFF3125AJZG,66482,22-08-2024,PO228,GRN373,0
INV5021,SUP37,BUY67,LEN6,31ZTRQV1882MLZQ,48341,07-01-2024,PO143,GRN465,0
INV5022,SUP194,BUY71,LEN6,17LMERO6891ZYZW,71952,13-05-2024,PO153,GRN188,0
INV5023,SUP140,BUY77,LEN3,25LWSRQ2719LCZP,16881,26-01-2024,PO149,GRN360,0
INV5024,SUP115,BUY75,LEN4,19NCPRL8085QMZU,89571,07-10-2024,PO202,GRN405,0
INV5025,SUP72,BUY78,LEN6,34JTRMO1167ITZP,67661,22-03-2024,PO389,GRN147,0
INV5026,SUP168,BUY87,LEN12,37KRZDA3876NPZU,88579,06-02-2024,PO113,GRN98,0
INV5027,SUP180,BUY1,LEN11,03CGAVD3419VJZB,62039,12-07-2024,PO425,GRN82,0
INV5028,SUP147,BUY1,LEN23,26BQCSR9676BTZQ,49707,25-05-2024,PO282,GRN255,1
INV5029,SUP38,BUY77,LEN7,30LGFHR9394YDZV,55042,18-06-2024,PO270,GRN246,0
INV5030,SUP33,BUY58,LEN6,11NROCR4770ZOZV,10816,27-04-2024,PO91,GRN113,0
INV5031,SUP123,BUY44,LEN13,18ZFDNJ8781YSZO,16746,25-11-2024,PO138,GRN355,0
INV5032,SUP60,BUY24,LEN4,37ZFYJR4071QWZD,49966,23-09-2024,PO337,GRN106,0
INV5033,SUP174,BUY53,LEN17,18ZCRGI9994OFZM,1779,12-01-2024,PO309,GRN175,0
INV5034,SUP38,BUY44,LEN29,37USDAU2564VBZW,1863,24-11-2024,PO172,GRN175,1
INV5035,SUP7,BUY36,LEN13,15YBQXO8234JAZE,57722,09-02-2024,PO159,GRN358,0
INV5036,SUP51,BUY54,LEN29,20MPFSX4914MQZL,64054,09-07-2024,PO23,GRN133,1
INV5037,SUP131,BUY92,LEN20,13NVDIO3831MRZE,96751,20-03-2024,PO354,GRN93,0
INV5038,SUP79,BUY39,LEN4,32OYUKZ1958IIZX,71954,07-03-2024,PO26,GRN338,0
INV5039,SUP39,BUY55,LEN16,18VTWYC3105UJZI,7731,14-11-2024,PO459,GRN138,0
INV5040,SUP54,BUY57,LEN4,32BCSIS6617JZZB,68098,13-08-2024,PO440,GRN18,0
INV5041,SUP19,BUY27,LEN7,12UKBPT2978ZWZO,90669,13-06-2024,PO37,GRN468,0
INV5042,SUP126,BUY73,LEN19,19GGPMG0069LSZO,95389,15-03-2024,PO475,GRN132,0
INV5043,SUP45,BUY30,LEN9,36CPYZF0525IYZY,30683,10-03-2024,PO355,GRN47,0
INV5044,SUP38,BUY54,LEN5,28SDPIC5195DRZI,93022,07-10-2024,PO127,GRN215,0
INV5045,SUP35,BUY81,LEN8,28YHUFI3561DBZU,73618,03-03-2024,PO447,GRN84,1
INV5046,SUP160,BUY66,LEN19,08EDCWC9090BEZZ,53471,15-05-2024,PO210,GRN201,0
INV5047,SUP159,BUY78,LEN11,05VQYVT6095OLZV,14858,03-05-2024,PO82,GRN296,0
INV5048,SUP159,BUY19,LEN11,18DMFVE1876IFZM,37625,20-09-2024,PO302,GRN100,0
INV5049,SUP115,BUY30,LEN15,25LINYT9258SGZW,74103,01-12-2024,PO35,GRN270,0
INV5050,SUP80,BUY43,LEN28,37QZYPJ7298DLZJ,78597,11-08-2024,PO99,GRN499,1
INV5051,SUP102,BUY70,LEN23,01EJYVZ6202YEZR,58406,26-09-2024,PO177,GRN180,1
INV5052,SUP30,BUY13,LEN19,07QUFKQ6165UEZS,40816,22-12-2024,PO104,GRN178,0
INV5053,SUP179,BUY87,LEN15,28WVVKC4789LXZF,95464,26-04-2024,PO383,GRN248,0
INV5054,SUP18,BUY30,LEN1,33GQWGM4153IIZL,88861,20-02-2024,PO169,GRN151,0
INV5055,SUP35,BUY94,LEN1,26UYEQU7000CLZW,72522,22-07-2024,PO196,GRN175,0
INV5056,SUP102,BUY88,LEN13,35TGOTP8906CCZD,97048,19-05-2024,PO418,GRN28,0
INV5057,SUP73,BUY42,LEN19,05QGALY1412NSZX,50166,09-08-2024,PO164,GRN22,0
INV5058,SUP1,BUY93,LEN4,34OEGXM8946DZZH,96105,04-07-2024,PO361,GRN433,0
INV5059,SUP59,BUY64,LEN10,28NAXHF3115AOZG,7682,06-01-2024,PO475,GRN311,1
INV5060,SUP49,BUY71,LEN10,14BNIGE5873PSZV,39515,02-01-2024,PO18,GRN27,0
INV5061,SUP187,BUY50,LEN14,37YLVOX0195UAZI,67221,10-12-2024,PO270,GRN484,1
INV5062,SUP194,BUY74,LEN10,27ONZLO2837FKZT,204971,13-10-2024,PO22,GRN433,1
INV5063,SUP196,BUY28,LEN17,16HPOLX4457LIZG,82955,08-04-2024,PO144,GRN82,0
INV5064,SUP47,BUY59,LEN16,35ILRCY7043HLZA,56121,04-09-2024,PO282,GRN106,1
INV5065,SUP168,BUY98,LEN3,24AWYFG8054CBZA,36410,02-03-2024,PO149,GRN334,0
INV5066,SUP95,BUY61,LEN3,02DVRET7931LGZH,403083,06-11-2024,PO30,GRN353,1
INV5067,SUP191,BUY23,LEN7,27EFSDG7187STZD,80117,04-02-2024,PO46,GRN387,1
INV5068,SUP71,BUY47,LEN28,04HADUQ1413ESZI,19480,26-11-2024,PO21,GRN173,1
INV5069,SUP88,BUY54,LEN12,05FHCKM0881WIZZ,80143,21-07-2024,PO8,GRN465,0
INV5070,SUP29,BUY34,LEN3,33XSZDZ9707OUZB,19423,19-07-2024,PO303,GRN472,1
INV5071,SUP113,BUY21,LEN1,20DHFLA3282GZZY,62334,03-04-2024,PO440,GRN312,0
INV5072,SUP40,BUY11,LEN5,09MQXHE8662MUZM,87375,06-08-2024,PO120,GRN190,0
INV5073,SUP145,BUY85,LEN16,29BBZEO4027CEZR,55017,24-09-2024,PO141,GRN58,0
INV5074,SUP112,BUY7,LEN4,27YAZFI0957XBZH,42804,09-06-2024,PO185,GRN174,1
INV5075,SUP115,BUY1,LEN5,32YHIQH7018NUZE,3808,01-05-2024,PO115,GRN226,0
INV5076,SUP70,BUY8,LEN3,09CPDSF8316OXZD,49019,16-02-2024,PO14,GRN99,1
INV5077,SUP18,BUY82,LEN2,22JRQNY8078NKZP,68739,26-08-2024,PO344,GRN498,0
INV5078,SUP69,BUY91,LEN7,21ZIINT2282JVZE,39690,17-04-2024,PO124,GRN201,0
INV5079,SUP148,BUY7,LEN17,10BHCRR4354ZSZL,10929,13-06-2024,PO360,GRN29,1
INV5080,SUP12,BUY94,LEN28,28TJOYC6564RHZR,65644,03-09-2024,PO100,GRN162,1
INV5081,SUP52,BUY92,LEN1,06XCXBQ8754QIZT,10183,06-06-2024,PO149,GRN148,0
INV5082,SUP86,BUY69,LEN14,12EDYWS0000GFZI,7909,25-06-2024,PO334,GRN98,0
INV5083,SUP27,BUY47,LEN4,21GCPZD6511QWZX,92778,26-10-2024,PO384,GRN465,1
INV5084,SUP131,BUY41,LEN5,16MZDVL1740DNZQ,15604,12-07-2024,PO453,GRN227,1
INV5085,SUP89,BUY54,LEN20,13DYLIE6046HZZU,69214,24-01-2024,PO10,GRN357,0
INV5086,SUP33,BUY38,LEN7,22VHTDW0518EYZP,97287,18-06-2024,PO261,GRN16,0
INV5087,SUP144,BUY24,LEN16,19LLWEI5267YEZF,16887,23-01-2024,PO260,GRN63,0
INV5088,SUP108,BUY39,LEN17,05RLQKM0429OXZF,41293,24-04-2024,PO433,GRN397,0
INV5089,SUP158,BUY44,LEN8,18QISWT5789XAZM,396112,24-06-2024,PO312,GRN295,1
INV5090,SUP170,BUY41,LEN7,01GPOOI3066MWZE,27593,20-05-2024,PO55,GRN331,0
INV5091,SUP183,BUY68,LEN9,27VWOUO0041JVZB,26240,22-06-2024,PO473,GRN51,1
INV5092,SUP160,BUY70,LEN11,27AMAKU9839RUZG,64734,11-10-2024,PO492,GRN289,0
INV5093,SUP125,BUY13,LEN9,26EDXJF1005AYZY,59920,28-12-2024,PO402,GRN296,0
INV5094,SUP17,BUY81,LEN2,08ZZHKX4557MOZY,16266,01-08-2024,PO395,GRN55,0
INV5095,SUP186,BUY50,LEN15,26MOCEC9684KMZN,27230,06-12-2024,PO494,GRN101,1
INV5096,SUP20,BUY7,LEN2,03EQFVS6486ISZD,35534,12-06-2024,PO6,GRN474,0
INV5097,SUP150,BUY82,LEN8,33IXOJL7514XXZC,32288,14-06-2024,PO169,GRN137,1
INV5098,SUP170,BUY46,LEN14,30TJRSU0162INZK,53270,20-12-2024,PO109,GRN4,0
INV5099,SUP138,BUY84,LEN12,33YHEMA7791PYZG,22396,27-03-2024,PO486,GRN377,0
INV5100,SUP130,BUY14,LEN13,11PKHIM8719FUZI,55466,27-02-2024,PO484,GRN159,0
INV5101,SUP32,BUY72,LEN18,14ZDHEM3763RYZU,68640,05-09-2024,PO139,GRN123,0
INV5102,SUP143,BUY82,LEN28,30QQUSY1552PXZY,98485,10-12-2024,PO353,GRN32,1
INV5103,SUP79,BUY67,LEN19,37MMQXR7809QZZI,73893,15-01-2024,PO72,GRN113,0
INV5104,SUP40,BUY4,LEN16,32QJZUO0045WAZT,40422,07-10-2024,PO17,GRN49,0
INV5105,SUP118,BUY18,LEN17,03OETWX7497FAZW,17087,24-02-2024,PO109,GRN21,0
INV5106,SUP87,BUY77,LEN9,10DDAES6827CJZT,85932,27-02-2024,PO264,GRN103,0
INV5107,SUP124,BUY89,LEN6,21EJDJE8504FWZW,64331,21-03-2024,PO255,GRN433,0
INV5108,SUP35,BUY89,LEN15,25KWNTT1073XWZV,17854,23-06-2024,PO142,GRN226,0
INV5109,SUP88,BUY38,LEN4,13SHPOP1369DKZY,2629,08-07-2024,PO333,GRN166,0
INV5110,SUP120,BUY51,LEN19,25RECLZ6467GSZD,67595,24-09-2024,PO68,GRN263,0
INV5111,SUP7,BUY43,LEN7,26KCBLZ4349NKZY,19921,08-08-2024,PO187,GRN414,0
INV5112,SUP92,BUY67,LEN16,16ANPCT1345WEZN,15005,13-08-2024,PO398,GRN442,1
INV5113,SUP77,BUY29,LEN15,14DONQP8178ONZW,78086,21-12-2024,PO168,GRN348,0
INV5114,SUP68,BUY34,LEN5,23WNMGI2172LZZR,83897,10-02-2024,PO259,GRN227,0
INV5115,SUP88,BUY30,LEN9,05LFCLP5147PKZV,20234,24-02-2024,PO421,GRN314,0
INV5116,SUP25,BUY43,LEN4,08OSFSV2539KCZI,63305,22-05-2024,PO419,GRN423,0
INV5117,SUP43,BUY40,LEN12,35PGWIU2230OPZQ,36846,02-05-2024,PO67,GRN320,0
INV5118,SUP166,BUY64,LEN4,28LBHOV5617HKZU,97922,28-03-2024,PO266,GRN53,0
INV5119,SUP187,BUY45,LEN5,03JMHMW4598ZPZR,263809,24-07-2024,PO233,GRN208,1
INV5120,SUP126,BUY59,LEN19,20ZLHEU7674UNZA,38414,27-11-2024,PO9,GRN394,0
INV5121,SUP171,BUY13,LEN14,28PRYMN0814IMZF,14481,18-01-2024,PO477,GRN202,0
INV5122,SUP66,BUY5,LEN5,09IRZFK9550SKZT,15055,11-06-2024,PO259,GRN176,0
INV5123,SUP16,BUY26,LEN11,30TDREW8047QHZT,46327,09-11-2024,PO193,GRN348,1
INV5124,SUP89,BUY64,LEN14,31VBWMJ6795WEZZ,83239,08-09-2024,PO139,GRN456,0
INV5125,SUP30,BUY2,LEN19,09NHVFU3808INZD,13728,07-01-2024,PO389,GRN26,0
INV5126,SUP83,BUY31,LEN14,05EMNFQ2884KNZB,73470,21-01-2024,PO218,GRN413,0
INV5127,SUP162,BUY66,LEN3,34LIMUT0519LTZE,63230,22-08-2024,PO363,GRN334,0
INV5128,SUP158,BUY97,LEN4,10JFZFS9674ODZV,14636,14-10-2024,PO429,GRN30,0
INV5129,SUP54,BUY51,LEN18,11AOMTW6734NNZL,83066,15-02-2024,PO498,GRN479,0
INV5130,SUP68,BUY39,LEN6,37CRECA4805XFZC,95017,05-07-2024,PO186,GRN273,0
INV5131,SUP105,BUY20,LEN17,15YVGPE6352QQZP,66410,10-06-2024,PO169,GRN251,0
INV5132,SUP12,BUY80,LEN12,27IYAUQ3683SPZU,32425,13-10-2024,PO253,GRN101,0
INV5133,SUP200,BUY54,LEN22,17RWRAP2412RJZZ,43146,04-01-2024,PO336,GRN290,1
INV5134,SUP52,BUY9,LEN4,14MDQHS0860AJZQ,66921,12-11-2024,PO48,GRN141,0
INV5135,SUP171,BUY31,LEN10,11GZVHE4658CHZZ,65787,01-06-2024,PO130,GRN16,0
INV5136,SUP3,BUY36,LEN29,11RGCHH3687EVZQ,59855,02-06-2024,PO466,GRN22,1
INV5137,SUP84,BUY48,LEN10,28QHRME7274CDZX,1809,10-05-2024,PO187,GRN53,0
INV5138,SUP107,BUY70,LEN10,07NKHVK1821JJZR,10390,19-08-2024,PO385,GRN220,0
INV5139,SUP108,BUY70,LEN7,12UWAMA4958DOZL,363595,21-08-2024,PO189,GRN169,1
INV5140,SUP128,BUY40,LEN4,15PTMHP5236QZZK,80916,02-01-2024,PO269,GRN291,0
INV5141,SUP200,BUY45,LEN3,11XUIKW0512FXZT,204555,09-05-2024,PO137,GRN288,1
INV5142,SUP115,BUY57,LEN4,09DHAXX1414BUZY,52546,22-01-2024,PO246,GRN150,0
INV5143,SUP153,BUY3,LEN13,25EHSNH9426CQZG,5445,08-11-2024,PO6,GRN93,0
INV5144,SUP120,BUY99,LEN12,28SJSFL8700UOZO,72050,23-02-2024,PO412,GRN333,0
INV5145,SUP159,BUY65,LEN12,28SSQAN3294KXZV,242963,25-10-2024,PO431,GRN420,1
INV5146,SUP161,BUY23,LEN16,11WLFWR0952RCZH,20742,24-04-2024,PO438,GRN240,0
INV5147,SUP189,BUY52,LEN10,23AMCRR0198FAZX,71181,10-05-2024,PO263,GRN76,0
INV5148,SUP105,BUY97,LEN2,21ZSNMT1246OZZD,33353,13-05-2024,PO492,GRN94,0
INV5149,SUP115,BUY42,LEN14,23LYWED3074RUZA,68000,19-08-2024,PO129,GRN184,1
INV5150,SUP6,BUY43,LEN5,12FBTOC3448UQZM,20166,04-02-2024,PO27,GRN154,1
INV5151,SUP67,BUY46,LEN11,26MCHJH7933AQZX,46842,10-05-2024,PO194,GRN363,0
INV5152,SUP73,BUY77,LEN5,33ZZLME5992ICZA,51596,14-01-2024,PO101,GRN278,0
INV5153,SUP119,BUY26,LEN6,37ERCRU0203ONZI,93896,26-08-2024,PO355,GRN6,1
INV5154,SUP72,BUY62,LEN4,17DPBOQ6771DQZG,88759,11-06-2024,PO179,GRN50,0
INV5155,SUP162,BUY34,LEN4,12ZJMVE3954OJZZ,37880,12-05-2024,PO293,GRN246,1
INV5156,SUP78,BUY20,LEN13,05IURRG9630QRZX,91202,02-12-2024,PO372,GRN232,0
INV5157,SUP60,BUY3,LEN13,20XICEM6379APZG,38539,10-03-2024,PO227,GRN345,0
INV5158,SUP93,BUY99,LEN3,08PDZUL9800EGZL,82561,14-12-2024,PO139,GRN433,0
INV5159,SUP25,BUY22,LEN1,33VGWGR3383QHZQ,43859,02-02-2024,PO37,GRN75,0
INV5160,SUP141,BUY52,LEN3,34YHIGD4752OBZV,10646,11-12-2024,PO329,GRN145,1
INV5161,SUP138,BUY64,LEN2,29FVPBA2286IIZX,29118,01-08-2024,PO371,GRN209,0
INV5162,SUP38,BUY5,LEN12,33JDDBB4492XDZM,59591,08-09-2024,PO258,GRN412,0
INV5163,SUP60,BUY100,LEN22,29TKYYX9311SPZR,97923,10-11-2024,PO94,GRN313,1
INV5164,SUP125,BUY82,LEN14,14ONHHV5251DUZO,72377,01-03-2024,PO426,GRN350,0
INV5165,SUP156,BUY97,LEN18,30ETWNV7309OKZG,66760,24-04-2024,PO285,GRN56,0
INV5166,SUP93,BUY82,LEN1,20SYEOK1930XHZJ,98094,03-04-2024,PO24,GRN494,0
INV5167,SUP25,BUY31,LEN3,23NFAGM4398ZCZB,72169,09-12-2024,PO262,GRN399,0
INV5168,SUP159,BUY98,LEN15,09ECLEQ9684DLZZ,28603,07-07-2024,PO389,GRN73,0
INV5169,SUP24,BUY3,LEN13,27RYXHD3473GGZP,93378,07-11-2024,PO494,GRN10,0
INV5170,SUP159,BUY52,LEN6,27XTGQT1030AMZI,10194,02-07-2024,PO387,GRN16,0
INV5171,SUP93,BUY83,LEN18,11XTCAB3904XVZI,94704,22-07-2024,PO113,GRN487,0
INV5172,SUP107,BUY63,LEN10,06ZQQIW5553MSZK,27769,28-08-2024,PO77,GRN145,0
INV5173,SUP174,BUY47,LEN9,22OYDKS9348XQZA,345654,15-10-2024,PO289,GRN448,1
INV5174,SUP34,BUY91,LEN9,28DHCBU7416ACZK,268091,17-11-2024,PO384,GRN44,1
INV5175,SUP88,BUY91,LEN20,33RLZJZ9752YWZI,70368,19-02-2024,PO314,GRN60,0
INV5176,SUP42,BUY62,LEN2,11ACQFB1393YBZB,72556,25-02-2024,PO273,GRN330,0
INV5177,SUP12,BUY5,LEN16,18KQWPY6947NTZD,53514,10-09-2024,PO86,GRN248,0
INV5178,SUP54,BUY92,LEN12,36CZTQZ7216ATZP,83494,08-02-2024,PO195,GRN234,0
INV5179,SUP20,BUY49,LEN14,18CPUPD1132WRZJ,53031,03-09-2024,PO298,GRN294,1
INV5180,SUP189,BUY58,LEN15,17BOSXB9219VNZB,48393,03-03-2024,PO10,GRN103,1
INV5181,SUP140,BUY59,LEN3,32UBGJM7242HSZY,22666,28-03-2024,PO26,GRN303,0
INV5182,SUP70,BUY61,LEN20,04DSCXS8629ROZR,17103,08-05-2024,PO285,GRN92,0
INV5183,SUP123,BUY59,LEN12,29JSRNQ2403CDZT,29552,06-04-2024,PO196,GRN368,0
INV5184,SUP52,BUY45,LEN5,07MPWPT8005MSZF,84024,14-01-2024,PO284,GRN222,0
INV5185,SUP92,BUY2,LEN13,13KZXGE7100MSZF,15436,05-01-2024,PO401,GRN54,0
INV5186,SUP85,BUY76,LEN19,10ZHQJS9591DAZU,48498,27-06-2024,PO23,GRN257,0
INV5187,SUP116,BUY7,LEN10,18IWCQF6757MRZP,87279,26-03-2024,PO396,GRN242,0
INV5188,SUP14,BUY28,LEN10,21DWAMB6438YPZZ,68803,23-11-2024,PO246,GRN197,0
INV5189,SUP139,BUY90,LEN5,34GWCPK7801JMZQ,72061,24-08-2024,PO406,GRN240,0
INV5190,SUP186,BUY14,LEN1,13CAJCB5862UIZD,65001,08-08-2024,PO297,GRN306,0
INV5191,SUP156,BUY37,LEN11,35PGWIU2230OPZQ,20390,02-05-2024,PO239,GRN210,1
INV5192,SUP74,BUY73,LEN5,19OWQDX5356IEZK,79532,07-11-2024,PO158,GRN388,0
INV5193,SUP147,BUY78,LEN25,22LHZER4254STZT,30821,25-12-2024,PO480,GRN120,1
INV5194,SUP49,BUY34,LEN5,24AVXPG5813VJZA,84118,19-11-2024,PO271,GRN229,0
INV5195,SUP34,BUY80,LEN4,28OBMSV3721LGZO,48801,04-01-2024,PO285,GRN463,0
INV5196,SUP94,BUY37,LEN13,06XFWDG1383VFZQ,94165,18-04-2024,PO295,GRN467,1
INV5197,SUP40,BUY34,LEN19,15LJHNZ5176NCZU,33989,01-07-2024,PO284,GRN198,0
INV5198,SUP117,BUY39,LEN10,33ONMHL8048SBZS,20147,28-12-2024,PO110,GRN362,0
INV5199,SUP19,BUY43,LEN14,27GYMXJ8302BSZK,91591,28-01-2024,PO464,GRN50,1
INV5200,SUP42,BUY44,LEN2,26QDQMB8063AXZK,28219,19-03-2024,PO36,GRN234,0
INV5201,SUP108,BUY83,LEN14,09IHKGN3643DGZF,7028,12-10-2024,PO290,GRN259,1
INV5202,SUP116,BUY50,LEN2,17BCNNJ9416LZZJ,56003,03-05-2024,PO348,GRN399,0
INV5203,SUP168,BUY73,LEN10,01QVJHD4355UZZQ,74831,01-04-2024,PO441,GRN105,0
INV5204,SUP132,BUY77,LEN4,16VBPFK5681EOZX,78666,24-08-2024,PO388,GRN320,0
INV5205,SUP190,BUY6,LEN6,21LKZNT9063EIZJ,76301,18-10-2024,PO40,GRN174,0
INV5206,SUP61,BUY81,LEN7,20EIHVX3947QGZI,83777,22-12-2024,PO309,GRN137,0
INV5207,SUP9,BUY78,LEN8,01NSAJJ0653AJZK,50573,21-07-2024,PO279,GRN294,0
INV5208,SUP79,BUY93,LEN14,02MXCJD5241DWZA,29263,01-01-2024,PO473,GRN272,0
INV5209,SUP108,BUY86,LEN8,03ORKNT9041RBZO,65419,23-12-2024,PO52,GRN285,0
INV5210,SUP76,BUY55,LEN5,25DYFHF7478VRZD,36898,18-02-2024,PO323,GRN214,0
INV5211,SUP69,BUY70,LEN1,15SGXWG4080PAZA,52757,20-10-2024,PO350,GRN410,0
INV5212,SUP47,BUY94,LEN14,05IFBPN4353UHZA,18961,13-10-2024,PO17,GRN100,0
INV5213,SUP157,BUY37,LEN7,22NZCTK7655ILZG,64370,17-09-2024,PO269,GRN11,0
INV5214,SUP151,BUY53,LEN27,05HITGA9231LJZV,72033,08-11-2024,PO450,GRN439,1
INV5215,SUP146,BUY90,LEN13,14DWWZD9782ZKZH,13619,07-06-2024,PO499,GRN290,0
INV5216,SUP147,BUY33,LEN4,34RSXGE9755KDZT,8901,21-08-2024,PO357,GRN330,0
INV5217,SUP47,BUY44,LEN15,27WGLKN5822BYZV,85066,26-04-2024,PO297,GRN198,0
INV5218,SUP191,BUY69,LEN9,22NAIZC1973ASZB,79787,18-05-2024,PO434,GRN476,0
INV5219,SUP102,BUY33,LEN10,15ANGSC2832RAZA,66151,14-07-2024,PO168,GRN309,0
INV5220,SUP124,BUY53,LEN5,23KRAHJ3756ZSZM,73775,07-03-2024,PO265,GRN114,0
INV5221,SUP195,BUY11,LEN1,22VOQNQ4939MYZR,43372,23-10-2024,PO151,GRN500,0
INV5222,SUP185,BUY38,LEN1,22QEZEE2727ZPZP,1999,20-11-2024,PO263,GRN221,0
INV5223,SUP20,BUY20,LEN26,14LGSEA2612NTZZ,83476,14-12-2024,PO403,GRN467,1
INV5224,SUP62,BUY22,LEN5,17VMFUX2266PXZR,72251,06-03-2024,PO114,GRN476,0
INV5225,SUP145,BUY54,LEN1,22KWYYF9302KOZL,34389,02-11-2024,PO50,GRN381,1
INV5226,SUP77,BUY43,LEN19,17TYGCM1386TPZG,15267,17-12-2024,PO397,GRN61,0
INV5227,SUP102,BUY68,LEN7,19SPXDA5096PTZG,93360,23-02-2024,PO466,GRN27,0
INV5228,SUP80,BUY3,LEN11,32RGKMJ7653LXZF,42229,03-01-2024,PO116,GRN461,0
INV5229,SUP7,BUY36,LEN2,03DEPIA1385VNZC,27778,16-10-2024,PO308,GRN276,0
INV5230,SUP12,BUY39,LEN24,06ZADSC5921OZZG,79512,12-05-2024,PO482,GRN155,1
INV5231,SUP91,BUY44,LEN24,02MXYUT5933ATZI,72998,26-04-2024,PO20,GRN42,1
INV5232,SUP103,BUY17,LEN7,36CDCVK1881XEZA,49899,02-03-2024,PO129,GRN472,1
INV5233,SUP157,BUY35,LEN29,22PKJZK1699DSZZ,65398,07-06-2024,PO483,GRN271,1
INV5234,SUP46,BUY71,LEN18,28IWSTO5839CGZQ,94813,25-04-2024,PO83,GRN37,0
INV5235,SUP40,BUY67,LEN25,35WPAVK6421TSZW,7460,13-09-2024,PO80,GRN273,1
INV5236,SUP71,BUY50,LEN19,22WYCTZ9847NRZW,20721,26-08-2024,PO408,GRN23,0
INV5237,SUP21,BUY33,LEN13,11GKIIY5785YQZJ,80873,18-06-2024,PO477,GRN412,0
INV5238,SUP89,BUY89,LEN4,21QCGMF8641VSZI,62435,07-11-2024,PO115,GRN279,0
INV5239,SUP163,BUY70,LEN16,17FROPB0370XVZR,99122,19-07-2024,PO473,GRN153,0
INV5240,SUP144,BUY67,LEN20,21MRIMU8469XMZV,12664,10-11-2024,PO10,GRN24,0
INV5241,SUP128,BUY68,LEN26,09FSPAK2052ZZZQ,57032,27-06-2024,PO302,GRN215,1
INV5242,SUP26,BUY79,LEN4,06BROSO2682XPZM,16202,10-07-2024,PO185,GRN453,0
INV5243,SUP21,BUY31,LEN25,08DOBLK9233HXZD,84208,27-08-2024,PO446,GRN447,1
INV5244,SUP90,BUY15,LEN14,06KZMTA0387ZLZH,8271,01-03-2024,PO55,GRN119,0
INV5245,SUP144,BUY12,LEN1,27VBTHB5731EUZO,86159,01-04-2024,PO150,GRN198,0
INV5246,SUP176,BUY57,LEN8,28XAWUI8698AAZT,90509,22-07-2024,PO229,GRN370,1
INV5247,SUP117,BUY31,LEN17,09TTJYF1334GTZK,37091,24-10-2024,PO27,GRN52,0
INV5248,SUP191,BUY24,LEN3,11PRCBQ1558KWZS,65170,08-09-2024,PO450,GRN304,1
INV5249,SUP156,BUY57,LEN9,17BHBWE6842HYZU,256664,04-05-2024,PO256,GRN55,1
INV5250,SUP85,BUY11,LEN1,08TZPNL5678ZTZL,22739,04-05-2024,PO458,GRN185,0
INV5251,SUP52,BUY50,LEN3,12FGXQM8423QGZL,79816,04-08-2024,PO131,GRN428,0
INV5252,SUP138,BUY87,LEN4,29CUFCY0017SHZE,72098,16-09-2024,PO277,GRN468,0
INV5253,SUP99,BUY30,LEN8,32RYQCJ2637NSZR,74193,02-07-2024,PO144,GRN83,0
INV5254,SUP172,BUY51,LEN13,05XLCGU2649VYZE,42435,21-02-2024,PO141,GRN31,0
INV5255,SUP100,BUY59,LEN14,08ZOEXO2926QXZI,98610,23-04-2024,PO209,GRN244,0
INV5256,SUP42,BUY91,LEN10,30OTDDR0215HJZK,24905,04-04-2024,PO322,GRN386,0
INV5257,SUP89,BUY32,LEN12,18PGVOD8857HFZG,9816,01-10-2024,PO375,GRN231,0
INV5258,SUP5,BUY53,LEN2,31XVIXA7215MIZY,97306,06-08-2024,PO158,GRN204,0
INV5259,SUP89,BUY87,LEN14,16KBIJJ9093RAZP,448235,26-08-2024,PO209,GRN298,1
INV5260,SUP97,BUY16,LEN3,02ULXGW4801UAZO,41617,06-06-2024,PO69,GRN12,0
INV5261,SUP106,BUY64,LEN11,04HJNNA2114YCZA,90830,04-02-2024,PO256,GRN47,0
INV5262,SUP97,BUY86,LEN1,05BIWOH2619BLZL,6045,08-06-2024,PO290,GRN248,0
